,date,ind,rain,ind.1,temp,ind.2,wetb,dewpt,vappr,rhum,msl
75428,2016-03-21 21:00:00,0,0,0,6.9,0,5.6,4.0,8.1,81,1022.9
75429,2016-03-21 22:00:00,0,0,0,6.9,0,5.7,4.1,8.2,82,1022.5
75430,2016-03-21 23:00:00,0,0,0,6.7,0,5.6,4.1,8.2,83,1022.3
75431,2016-03-22 00:00:00,0,0,0,6.7,0,5.5,3.9,8.1,82,1022.0
75432,2016-03-22 01:00:00,0,0,0,6.5,0,5.5,4.3,8.3,85,1021.8
75433,2016-03-22 02:00:00,0,0,0,6.4,0,5.4,4.2,8.2,85,1021.5
75434,2016-03-22 03:00:00,0,0,0,6.2,0,5.4,4.4,8.4,88,1021.0
75435,2016-03-22 04:00:00,0,0,0,5.9,0,5.3,4.4,8.4,90,1020.4
75436,2016-03-22 05:00:00,0,0,0,5.9,0,5.2,4.2,8.3,89,1020.0
75437,2016-03-22 06:00:00,0,0,0,6.0,0,5.2,3.9,8.1,86,1020.0
75438,2016-03-22 07:00:00,0,0,0,6.1,0,5.2,3.9,8.1,86,1020.0
75439,2016-03-22 08:00:00,0,0,0,6.6,0,5.5,4.1,8.2,84,1019.8
75440,2016-03-22 09:00:00,0,0,0,6.9,0,5.7,4.0,8.1,81,1019.8
75441,2016-03-22 10:00:00,0,0,0,7.4,0,5.9,4.0,8.1,79,1019.7
75442,2016-03-22 11:00:00,0,0,0,7.6,0,5.8,3.4,7.8,74,1019.6
75443,2016-03-22 12:00:00,0,0,0,7.9,0,6.0,3.4,7.8,73,1019.5
75444,2016-03-22 13:00:00,0,0,0,8.4,0,6.1,3.1,7.6,69,1018.8
75445,2016-03-22 14:00:00,0,0,0,8.4,0,6.3,3.5,7.9,71,1018.3
75446,2016-03-22 15:00:00,0,0,0,8.5,0,6.2,3.2,7.7,69,1017.7
75447,2016-03-22 16:00:00,0,0,0,8.3,0,6.2,3.5,7.8,71,1017.6
75448,2016-03-22 17:00:00,0,0,0,8.1,0,6.2,3.6,7.9,73,1017.6
75449,2016-03-22 18:00:00,0,0,0,7.5,0,6.0,4.0,8.1,78,1017.7
75450,2016-03-22 19:00:00,0,0,0,7.1,0,5.8,4.0,8.2,80,1018.0
75451,2016-03-22 20:00:00,0,0,0,6.8,0,5.6,4.0,8.1,82,1018.0
75452,2016-03-22 21:00:00,0,0,0,6.7,0,5.4,3.7,8.0,81,1017.9
75453,2016-03-22 22:00:00,0,0,0,6.5,0,5.4,3.9,8.0,83,1017.9
75454,2016-03-22 23:00:00,0,0,0,6.2,0,5.3,4.1,8.2,86,1018.1
75455,2016-03-23 00:00:00,0,0,0,6.0,0,5.1,3.8,8.0,86,1017.9
75456,2016-03-23 01:00:00,0,0,0,5.7,0,5.0,4.1,8.2,89,1017.8
75457,2016-03-23 02:00:00,0,0,0,5.6,0,4.9,4.0,8.1,89,1017.7
75458,2016-03-23 03:00:00,0,0,0,5.5,0,5.0,4.3,8.3,92,1017.4
75459,2016-03-23 04:00:00,0,0,0,5.5,0,4.9,4.0,8.1,90,1017.2
75460,2016-03-23 05:00:00,0,0,0,5.7,0,4.8,3.4,7.8,85,1017.1
75461,2016-03-23 06:00:00,0,0,0,5.7,0,4.5,2.8,7.5,81,1017.4
75462,2016-03-23 07:00:00,0,0,0,5.6,0,4.8,3.6,7.9,87,1017.7
75463,2016-03-23 08:00:00,0,0,0,6.0,0,4.8,3.0,7.6,81,1017.5
75464,2016-03-23 09:00:00,0,0,0,7.0,0,5.1,2.4,7.3,72,1017.0
75465,2016-03-23 10:00:00,0,0,0,7.8,0,5.8,3.2,7.7,73,1016.8
75466,2016-03-23 11:00:00,0,0,0,8.8,0,6.2,2.6,7.4,65,1016.7
75467,2016-03-23 12:00:00,0,0,0,11.6,0,8.1,3.9,8.1,59,1016.4
75468,2016-03-23 13:00:00,0,0,0,11.8,0,8.3,3.9,8.1,58,1016.1
75469,2016-03-23 14:00:00,0,0,0,11.4,0,8.2,4.4,8.4,62,1015.3
75470,2016-03-23 15:00:00,0,0,0,11.4,0,8.5,5.0,8.7,64,1014.9
75471,2016-03-23 16:00:00,0,0,0,11.4,0,8.8,5.8,9.2,68,1014.5
75472,2016-03-23 17:00:00,0,0,0,10.5,0,8.3,5.7,9.2,72,1014.1
75473,2016-03-23 18:00:00,0,0,0,9.7,0,8.0,6.0,9.3,77,1014.1
75474,2016-03-23 19:00:00,0,0,0,8.7,0,6.8,4.2,8.3,73,1014.1
75475,2016-03-23 20:00:00,0,0,0,8.2,0,6.3,3.8,8.0,73,1014.2
75476,2016-03-23 21:00:00,0,0,0,7.7,0,5.8,3.3,7.8,73,1014.1
75477,2016-03-23 22:00:00,0,0,0,7.1,0,5.5,3.4,7.8,77,1013.6
75478,2016-03-23 23:00:00,0,0,0,6.8,0,5.4,3.6,7.9,79,1013.3
75479,2016-03-24 00:00:00,0,0,0,6.9,0,5.4,3.3,7.8,78,1012.5
75480,2016-03-24 01:00:00,0,0,0,7.0,0,5.5,3.4,7.8,77,1012.0
75481,2016-03-24 02:00:00,0,0,0,7.3,0,5.6,3.3,7.7,75,1011.2
75482,2016-03-24 03:00:00,0,0,0,7.6,0,6.0,3.7,8.0,76,1010.3
75483,2016-03-24 04:00:00,0,0,0,7.9,0,6.2,4.0,8.1,76,1009.3
75484,2016-03-24 05:00:00,0,0,0,7.7,0,6.5,5.0,8.8,83,1008.4
75485,2016-03-24 06:00:00,0,0.5,0,7.0,0,6.4,5.7,9.1,91,1007.9
75486,2016-03-24 07:00:00,0,0.8,0,7.1,0,6.8,6.3,9.6,94,1007.1
75487,2016-03-24 08:00:00,0,0.5,0,7.9,0,7.4,6.9,9.9,93,1006.2
75488,2016-03-24 09:00:00,0,0,0,9.0,0,8.2,7.4,10.3,89,1005.7
75489,2016-03-24 10:00:00,0,0,0,9.9,0,9.0,8.2,10.9,89,1005.4
75490,2016-03-24 11:00:00,0,0,0,10.6,0,9.9,9.1,11.5,89,1005.3
75491,2016-03-24 12:00:00,0,0,0,10.6,0,10.1,9.6,11.9,93,1005.5
75492,2016-03-24 13:00:00,0,0,0,11.1,0,10.5,9.9,12.2,92,1005.8
75493,2016-03-24 14:00:00,0,0,0,11.5,0,10.8,10.1,12.3,91,1005.9
75494,2016-03-24 15:00:00,0,0,0,10.6,0,9.9,9.2,11.6,91,1006.5
75495,2016-03-24 16:00:00,0,0.2,0,9.4,0,9.2,9.0,11.4,96,1007.0
75496,2016-03-24 17:00:00,0,0.2,0,8.4,0,8.0,7.6,10.5,95,1008.0
75497,2016-03-24 18:00:00,0,0,0,7.9,0,7.2,6.3,9.5,89,1008.4
75498,2016-03-24 19:00:00,0,0,0,7.2,0,6.4,5.4,9.0,88,1009.1
75499,2016-03-24 20:00:00,0,0,0,6.7,0,6.0,5.1,8.8,89,1009.6
75500,2016-03-24 21:00:00,0,0,0,6.4,0,6.0,5.4,9.0,93,1010.1
75501,2016-03-24 22:00:00,0,0,0,6.0,0,5.7,5.2,8.9,94,1010.1
75502,2016-03-24 23:00:00,0,0,0,5.4,0,5.0,4.6,8.5,94,1010.8
75503,2016-03-25 00:00:00,0,0,0,4.7,0,4.4,4.0,8.1,95,1011.3
75504,2016-03-25 01:00:00,0,0,0,4.8,0,4.4,3.7,8.0,92,1011.8
75505,2016-03-25 02:00:00,0,0,0,4.7,0,4.5,4.1,8.2,96,1011.6
75506,2016-03-25 03:00:00,0,0,0,5.0,0,4.6,4.2,8.2,94,1012.0
75507,2016-03-25 04:00:00,0,0,0,5.2,0,4.9,4.5,8.4,95,1011.8
75508,2016-03-25 05:00:00,0,0,0,5.0,0,4.8,4.5,8.4,96,1012.3
75509,2016-03-25 06:00:00,0,0,0,4.2,0,4.1,3.9,8.1,98,1012.1
75510,2016-03-25 07:00:00,0,0,0,4.3,0,4.2,4.2,8.3,99,1012.6
75511,2016-03-25 08:00:00,0,0,0,7.1,0,6.5,5.8,9.2,91,1012.5
75512,2016-03-25 09:00:00,0,0.1,0,9.4,0,7.9,6.3,9.5,80,1012.4
75513,2016-03-25 10:00:00,0,0,0,10.6,0,8.6,6.3,9.5,74,1012.2
75514,2016-03-25 11:00:00,0,0,0,11.5,0,9.0,6.0,9.4,69,1011.7
75515,2016-03-25 12:00:00,0,0,0,12.4,0,8.8,4.4,8.4,57,1011.0
75516,2016-03-25 13:00:00,0,0,0,13.7,0,9.3,4.1,8.2,52,1010.5
75517,2016-03-25 14:00:00,0,0,0,13.9,0,9.3,3.9,8.1,51,1009.5
75518,2016-03-25 15:00:00,0,0,0,13.3,0,8.3,1.8,7.0,45,1008.9
75519,2016-03-25 16:00:00,0,0,0,12.1,0,8.0,2.7,7.4,52,1008.4
75520,2016-03-25 17:00:00,0,0,0,10.7,0,7.2,2.7,7.4,57,1007.4
75521,2016-03-25 18:00:00,0,0,0,10.0,0,7.2,3.7,8.0,65,1006.7
75522,2016-03-25 19:00:00,0,0,0,9.5,0,7.1,4.0,8.2,68,1006.2
75523,2016-03-25 20:00:00,0,0,0,9.6,0,7.3,4.5,8.4,70,1005.6
75524,2016-03-25 21:00:00,0,0,0,9.6,0,7.3,4.4,8.4,70,1004.2
75525,2016-03-25 22:00:00,0,0,0,9.5,0,7.5,5.0,8.7,73,1003.3
75526,2016-03-25 23:00:00,0,0,0,9.4,0,7.8,5.8,9.2,78,1001.9
75527,2016-03-26 00:00:00,0,0,0,9.8,0,7.9,5.6,9.1,75,1000.3
75528,2016-03-26 01:00:00,0,0,0,10.1,0,8.4,6.6,9.7,78,999.0
75529,2016-03-26 02:00:00,0,0,0,10.3,0,8.6,6.7,9.8,78,997.4
75530,2016-03-26 03:00:00,0,0,0,10.2,0,8.8,7.1,10.1,81,996.1
75531,2016-03-26 04:00:00,0,0,0,9.8,0,8.9,7.8,10.6,87,994.9
75532,2016-03-26 05:00:00,0,0.1,0,9.9,0,9.1,8.2,10.9,89,994.0
75533,2016-03-26 06:00:00,0,0.5,0,9.4,0,8.8,8.2,10.9,92,993.0
75534,2016-03-26 07:00:00,0,0.4,0,10.0,0,9.1,8.1,10.8,87,991.7
75535,2016-03-26 08:00:00,0,0.4,0,9.9,0,9.2,8.5,11.1,90,990.3
75536,2016-03-26 09:00:00,0,0.5,0,10.2,0,9.8,9.3,11.8,94,989.3
75537,2016-03-26 10:00:00,0,1.1,0,10.2,0,9.7,9.3,11.7,94,987.9
75538,2016-03-26 11:00:00,0,0.7,0,10.6,0,9.8,9.1,11.5,90,986.7
75539,2016-03-26 12:00:00,0,0,0,11.1,0,9.8,8.3,10.9,82,985.4
75540,2016-03-26 13:00:00,0,0,0,11.6,0,10.1,8.5,11.1,81,984.5
75541,2016-03-26 14:00:00,0,0.1,0,11.4,0,9.3,7.0,10.0,74,983.7
75542,2016-03-26 15:00:00,0,0,0,10.6,0,8.5,6.1,9.4,73,983.3
75543,2016-03-26 16:00:00,0,0.6,0,10.0,0,8.2,6.2,9.5,77,983.2
75544,2016-03-26 17:00:00,0,1.3,0,5.8,0,5.4,4.8,8.6,93,984.5
75545,2016-03-26 18:00:00,0,0.1,0,6.8,0,6.3,5.7,9.2,93,985.5
75546,2016-03-26 19:00:00,0,0,0,6.3,0,5.1,3.5,7.8,82,987.2
75547,2016-03-26 20:00:00,0,0,0,5.5,0,4.6,3.2,7.7,85,987.8
75548,2016-03-26 21:00:00,0,0,0,5.2,0,4.1,2.4,7.3,81,988.8
75549,2016-03-26 22:00:00,0,0,0,5.0,0,3.8,1.9,7.0,80,989.5
75550,2016-03-26 23:00:00,0,0,0,5.1,0,3.9,2.2,7.2,81,989.3
75551,2016-03-27 00:00:00,0,0,0,5.4,0,4.2,2.4,7.3,81,988.9
75552,2016-03-27 01:00:00,0,0,0,5.7,0,4.3,2.4,7.3,79,988.3
75553,2016-03-27 02:00:00,0,0,0,6.0,0,4.7,2.7,7.4,79,987.8
75554,2016-03-27 03:00:00,0,0,0,6.4,0,5.0,3.0,7.6,78,987.5
75555,2016-03-27 04:00:00,0,0,0,6.4,0,5.0,3.0,7.6,78,987.3
75556,2016-03-27 05:00:00,0,0,0,6.4,0,5.0,3.1,7.6,79,987.0
75557,2016-03-27 06:00:00,0,0,0,6.3,0,4.9,3.0,7.6,79,986.6
75558,2016-03-27 07:00:00,0,0,0,6.4,0,5.0,3.1,7.6,79,986.6
75559,2016-03-27 08:00:00,0,0,0,7.3,0,5.6,3.2,7.7,75,986.4
75560,2016-03-27 09:00:00,0,0,0,8.2,0,6.0,3.1,7.6,69,986.4
75561,2016-03-27 10:00:00,0,0,0,7.5,0,6.3,4.9,8.7,83,986.6
75562,2016-03-27 11:00:00,0,0,0,10.0,0,7.0,3.1,7.6,62,985.8
75563,2016-03-27 12:00:00,0,0,0,10.2,0,7.1,3.1,7.6,61,985.4
75564,2016-03-27 13:00:00,0,0.6,0,8.2,0,7.2,6.0,9.4,86,985.5
75565,2016-03-27 14:00:00,0,0,0,7.8,0,6.6,5.2,8.8,83,985.8
75566,2016-03-27 15:00:00,0,0.2,0,6.9,0,5.8,4.2,8.3,83,985.9
75567,2016-03-27 16:00:00,0,0,0,8.9,0,6.8,4.2,8.2,72,985.7
75568,2016-03-27 17:00:00,0,0.1,0,7.5,0,6.5,5.1,8.8,84,986.2
75569,2016-03-27 18:00:00,0,1.3,0,6.4,0,5.7,4.8,8.6,89,986.8
75570,2016-03-27 19:00:00,0,0,0,6.1,0,5.0,3.4,7.8,82,986.6
75571,2016-03-27 20:00:00,0,0,0,5.1,0,4.5,3.6,7.9,90,986.9
75572,2016-03-27 21:00:00,0,0,0,4.2,0,3.8,3.3,7.7,94,986.3
75573,2016-03-27 22:00:00,0,0,0,3.4,0,3.1,2.7,7.4,95,985.5
75574,2016-03-27 23:00:00,0,0,0,2.1,0,2.1,2.0,7.1,99,985.0
75575,2016-03-28 00:00:00,0,0,0,2.1,0,2.0,2.0,7.1,99,984.1
75576,2016-03-28 01:00:00,0,0,0,2.1,0,2.1,2.1,7.1,99,983.6
75577,2016-03-28 02:00:00,0,0,0,1.8,0,1.7,1.7,6.9,99,983.3
75578,2016-03-28 03:00:00,0,0,0,1.5,0,1.5,1.5,6.8,99,983.5
75579,2016-03-28 04:00:00,0,0,0,1.4,0,1.4,1.4,6.8,99,983.7
75580,2016-03-28 05:00:00,0,0,0,1.5,0,1.5,1.4,6.8,99,984.4
75581,2016-03-28 06:00:00,0,0,0,1.5,0,1.5,1.5,6.8,99,985.2
75582,2016-03-28 07:00:00,0,0,0,2.1,0,2.1,2.0,7.1,99,986.2
75583,2016-03-28 08:00:00,0,0,0,3.0,0,2.8,2.3,7.2,95,987.0
75584,2016-03-28 09:00:00,0,0,0,4.9,0,4.2,3.3,7.7,89,987.4
75585,2016-03-28 10:00:00,0,0,0,6.4,0,5.5,4.2,8.2,85,988.1
75586,2016-03-28 11:00:00,0,0,0,7.8,0,6.3,4.3,8.3,78,988.5
75587,2016-03-28 12:00:00,0,0,0,9.0,0,6.4,3.0,7.6,65,989.0
75588,2016-03-28 13:00:00,0,0,0,9.2,0,6.3,2.2,7.2,61,989.5
75589,2016-03-28 14:00:00,0,0,0,11.0,0,7.2,1.9,7.0,53,989.7
75590,2016-03-28 15:00:00,0,0,0,11.5,0,7.3,1.5,6.8,50,990.0
75591,2016-03-28 16:00:00,0,0,0,10.9,0,6.9,1.4,6.8,51,990.3
75592,2016-03-28 17:00:00,0,0,0,9.1,0,6.0,1.5,6.8,58,990.9
75593,2016-03-28 18:00:00,0,0,0,8.2,0,5.4,1.3,6.7,61,991.6
75594,2016-03-28 19:00:00,0,0,0,7.3,0,5.4,2.7,7.4,72,992.1
75595,2016-03-28 20:00:00,0,0,0,6.8,0,5.4,3.3,7.8,78,993.0
75596,2016-03-28 21:00:00,0,0,0,5.6,0,4.5,3.0,7.6,83,993.6
75597,2016-03-28 22:00:00,0,0,0,5.4,0,4.3,2.8,7.5,83,994.0
75598,2016-03-28 23:00:00,0,0,0,4.7,0,4.1,3.1,7.6,89,994.4
75599,2016-03-29 00:00:00,0,0,0,3.3,0,3.0,2.5,7.3,94,994.8
75600,2016-03-29 01:00:00,0,0,0,2.9,0,2.8,2.6,7.4,97,995.1
75601,2016-03-29 02:00:00,0,0,0,2.9,0,2.9,2.8,7.5,99,995.2
75602,2016-03-29 03:00:00,0,0,0,3.4,0,3.2,3.0,7.6,97,995.2
75603,2016-03-29 04:00:00,0,0,0,3.5,0,3.2,2.7,7.4,94,995.5
75604,2016-03-29 05:00:00,0,0,0,3.6,0,3.2,2.6,7.4,93,995.6
75605,2016-03-29 06:00:00,0,0,0,3.1,0,2.8,2.2,7.2,93,995.9
75606,2016-03-29 07:00:00,0,0,0,3.5,0,3.0,2.2,7.2,91,996.2
75607,2016-03-29 08:00:00,0,0,0,4.6,0,3.5,1.9,7.0,82,996.5
75608,2016-03-29 09:00:00,0,0,0,6.2,0,4.6,2.1,7.1,74,997.1
75609,2016-03-29 10:00:00,0,0,0,7.8,0,5.4,2.1,7.1,66,997.2
75610,2016-03-29 11:00:00,0,0,0,8.7,0,5.6,1.2,6.7,59,997.3
75611,2016-03-29 12:00:00,0,0,0,7.8,0,5.9,3.5,7.8,74,997.4
75612,2016-03-29 13:00:00,0,0,0,10.9,0,7.0,1.6,6.9,52,996.8
75613,2016-03-29 14:00:00,0,0,0,9.7,0,5.7,-0.4,5.9,49,996.7
75614,2016-03-29 15:00:00,0,0,0,8.2,0,5.1,0.5,6.3,58,996.9
75615,2016-03-29 16:00:00,0,0,0,8.4,0,6.1,2.8,7.5,67,997.1
75616,2016-03-29 17:00:00,0,0,0,7.5,0,5.6,2.9,7.5,72,997.3
75617,2016-03-29 18:00:00,0,0,0,7.0,0,5.2,2.7,7.4,74,997.7
75618,2016-03-29 19:00:00,0,0,0,5.4,0,4.2,2.4,7.3,81,998.3
75619,2016-03-29 20:00:00,0,0,0,3.5,0,2.9,2.1,7.1,90,998.8
75620,2016-03-29 21:00:00,0,0,0,1.9,0,1.8,1.8,7.0,99,999.2
75621,2016-03-29 22:00:00,0,0,0,2.2,0,2.2,2.1,7.1,99,999.8
75622,2016-03-29 23:00:00,0,0,0,2.7,0,2.4,2.1,7.1,96,1000.2
75623,2016-03-30 00:00:00,0,0,0,2.9,0,2.6,2.2,7.2,95,1000.6
75624,2016-03-30 01:00:00,0,0,0,2.7,0,2.5,2.1,7.1,95,1001.0
75625,2016-03-30 02:00:00,0,0,0,2.9,0,2.6,2.2,7.1,94,1001.6
75626,2016-03-30 03:00:00,0,0,0,2.5,0,2.3,1.9,7.0,96,1001.9
75627,2016-03-30 04:00:00,0,0,0,2.2,0,2.1,1.9,7.0,97,1002.3
75628,2016-03-30 05:00:00,0,0,0,2.3,0,2.2,2.0,7.1,97,1003.0
75629,2016-03-30 06:00:00,0,0,0,2.6,0,2.5,2.3,7.2,97,1003.8
75630,2016-03-30 07:00:00,0,0,0,3.5,0,3.2,2.9,7.5,96,1004.8
75631,2016-03-30 08:00:00,0,0,0,4.6,0,4.0,3.2,7.7,90,1005.5
75632,2016-03-30 09:00:00,0,0,0,6.4,0,5.4,4.1,8.2,85,1006.1
75633,2016-03-30 10:00:00,0,0,0,7.9,0,6.1,3.7,8.0,74,1006.6
75634,2016-03-30 11:00:00,0,0,0,9.4,0,6.8,3.5,7.8,66,1007.1
75635,2016-03-30 12:00:00,0,0,0,10.2,0,7.0,2.8,7.5,60,1007.4
75636,2016-03-30 13:00:00,0,0,0,11.0,0,7.6,3.3,7.7,58,1007.6
75637,2016-03-30 14:00:00,0,0.1,0,8.1,0,6.7,5.0,8.7,80,1008.4
75638,2016-03-30 15:00:00,0,0.2,0,9.5,0,7.0,3.8,8.0,67,1008.4
75639,2016-03-30 16:00:00,0,0,0,10.4,0,7.4,3.6,7.9,62,1008.9
75640,2016-03-30 17:00:00,0,0,0,10.1,0,6.7,2.0,7.0,57,1009.3
75641,2016-03-30 18:00:00,0,0,0,8.2,0,5.8,2.4,7.3,66,1010.1
75642,2016-03-30 19:00:00,0,0,0,6.2,0,4.4,1.9,7.0,73,1010.8
75643,2016-03-30 20:00:00,0,0,0,5.1,0,3.9,2.2,7.1,81,1011.6
75644,2016-03-30 21:00:00,0,0,0,4.5,0,3.4,1.7,6.9,82,1012.4
75645,2016-03-30 22:00:00,0,0,0,4.3,0,3.3,1.8,6.9,83,1012.8
75646,2016-03-30 23:00:00,0,0,0,4.0,0,3.1,1.9,7.0,86,1013.3
75647,2016-03-31 00:00:00,0,0,0,3.4,0,2.7,1.5,6.8,87,1013.8
75648,2016-03-31 01:00:00,0,0,0,3.1,0,2.6,1.9,7.0,91,1014.1
75649,2016-03-31 02:00:00,0,0,0,2.6,0,2.3,1.8,7.0,95,1014.5
75650,2016-03-31 03:00:00,0,0,0,2.2,0,2.1,1.8,7.0,97,1014.9
75651,2016-03-31 04:00:00,0,0,0,2.0,0,1.9,1.8,7.0,98,1015.2
75652,2016-03-31 05:00:00,0,0,0,2.0,0,2.0,1.9,7.0,99,1015.8
75653,2016-03-31 06:00:00,0,0,0,2.1,0,2.1,2.0,7.1,99,1016.1
75654,2016-03-31 07:00:00,0,0,0,2.9,0,2.7,2.4,7.3,96,1016.5
75655,2016-03-31 08:00:00,0,0,0,5.1,0,4.5,3.6,7.9,90,1017.2
75656,2016-03-31 09:00:00,0,0,0,6.5,0,5.3,3.7,8.0,82,1017.7
75657,2016-03-31 10:00:00,0,0,0,8.0,0,6.4,4.4,8.4,78,1017.9
75658,2016-03-31 11:00:00,0,0,0,9.5,0,7.1,4.1,8.2,69,1017.9
75659,2016-03-31 12:00:00,0,0,0,10.5,0,7.2,2.8,7.5,58,1018.0
75660,2016-03-31 13:00:00,0,0,0,11.4,0,7.4,2.2,7.2,53,1017.5
75661,2016-03-31 14:00:00,0,0,0,9.7,0,6.4,1.8,6.9,57,1017.3
75662,2016-03-31 15:00:00,0,0,0,12.8,0,7.5,0.2,6.2,41,1016.9
75663,2016-03-31 16:00:00,0,0,0,12.2,0,7.3,0.3,6.2,43,1016.7
75664,2016-03-31 17:00:00,0,0,0,11.3,0,6.6,-0.2,6.0,45,1016.8
75665,2016-03-31 18:00:00,0,0,0,9.7,0,5.2,-1.9,5.3,44,1016.9
75666,2016-03-31 19:00:00,0,0,0,8.4,0,4.7,-1.1,5.6,50,1016.8
75667,2016-03-31 20:00:00,0,0,0,5.3,0,3.5,0.6,6.4,71,1016.4
75668,2016-03-31 21:00:00,0,0,0,7.1,0,5.3,2.8,7.4,73,1016.2
75669,2016-03-31 22:00:00,0,0,0,6.6,0,4.8,2.2,7.2,73,1016.2
75670,2016-03-31 23:00:00,0,0,0,6.2,0,4.7,2.4,7.3,76,1016.1
75671,2016-04-01 00:00:00,0,0,0,6.3,0,5.1,3.3,7.7,81,1015.7
75672,2016-04-01 01:00:00,0,0,0,6.8,0,5.4,3.5,7.9,79,1015.0
75673,2016-04-01 02:00:00,0,0,0,7.4,0,5.8,3.5,7.9,76,1013.9
75674,2016-04-01 03:00:00,0,0,0,7.8,0,5.9,3.3,7.8,73,1013.1
75675,2016-04-01 04:00:00,0,0,0,7.6,0,6.3,4.7,8.5,81,1012.4
75676,2016-04-01 05:00:00,0,0.1,0,7.0,0,6.0,4.7,8.5,85,1011.7
75677,2016-04-01 06:00:00,0,0.1,0,7.4,0,6.2,4.6,8.5,82,1010.9
75678,2016-04-01 07:00:00,0,0.2,0,7.4,0,6.6,5.6,9.1,88,1009.9
75679,2016-04-01 08:00:00,0,0,0,8.4,0,7.3,5.8,9.2,83,1008.9
75680,2016-04-01 09:00:00,0,0,0,8.9,0,7.6,6.0,9.3,81,1008.4
75681,2016-04-01 10:00:00,0,0,0,9.3,0,7.7,5.9,9.3,79,1008.0
75682,2016-04-01 11:00:00,0,0,0,9.6,0,8.0,6.0,9.4,78,1007.1
75683,2016-04-01 12:00:00,0,0,0,10.3,0,9.0,7.5,10.4,82,1006.6
75684,2016-04-01 13:00:00,0,0.2,0,10.3,0,9.1,7.8,10.6,84,1006.1
75685,2016-04-01 14:00:00,0,0.2,0,10.5,0,9.7,8.8,11.4,89,1005.0
75686,2016-04-01 15:00:00,0,0.4,0,11.0,0,10.2,9.4,11.8,89,1004.4
75687,2016-04-01 16:00:00,0,0.1,0,10.9,0,10.0,9.1,11.6,88,1004.1
75688,2016-04-01 17:00:00,0,0.2,0,10.8,0,10.1,9.5,11.9,91,1004.2
75689,2016-04-01 18:00:00,0,1.3,0,8.7,0,8.7,8.7,11.2,99,1005.1
75690,2016-04-01 19:00:00,0,0.3,0,8.2,0,8.2,8.1,10.8,99,1005.7
75691,2016-04-01 20:00:00,0,0.1,0,8.0,0,7.9,7.9,10.7,99,1006.0
75692,2016-04-01 21:00:00,0,0.1,0,7.9,0,7.8,7.8,10.6,99,1006.5
75693,2016-04-01 22:00:00,0,0,0,8.2,0,8.2,8.1,10.8,99,1006.8
75694,2016-04-01 23:00:00,0,0,0,8.1,0,8.1,8.1,10.8,99,1007.2
75695,2016-04-02 00:00:00,0,0,0,8.3,0,8.3,8.2,10.9,99,1007.5
75696,2016-04-02 01:00:00,0,0,0,7.5,0,7.5,7.4,10.3,99,1007.8
75697,2016-04-02 02:00:00,0,0,0,6.8,0,6.8,6.7,9.8,99,1007.8
75698,2016-04-02 03:00:00,0,0,0,6.3,0,6.2,6.2,9.5,99,1007.9
75699,2016-04-02 04:00:00,0,0,0,6.0,0,6.0,6.0,9.3,99,1007.8
75700,2016-04-02 05:00:00,0,0,0,5.8,0,5.8,5.8,9.2,99,1007.7
75701,2016-04-02 06:00:00,0,0,0,6.0,0,5.9,5.9,9.3,99,1007.9
75702,2016-04-02 07:00:00,0,0,0,6.3,0,6.2,6.2,9.5,99,1008.0
75703,2016-04-02 08:00:00,0,0,0,7.6,0,7.6,7.6,10.4,99,1008.0
75704,2016-04-02 09:00:00,0,0,0,8.7,0,8.6,8.6,11.2,99,1008.0
75705,2016-04-02 10:00:00,0,0.2,0,8.7,0,8.7,8.7,11.2,99,1008.0
75706,2016-04-02 11:00:00,0,0.4,0,8.7,0,8.3,7.8,10.6,94,1007.9
75707,2016-04-02 12:00:00,0,0.9,0,8.2,0,8.1,8.0,10.7,98,1007.2
75708,2016-04-02 13:00:00,0,2.1,0,8.4,0,8.4,8.4,11.0,99,1006.5
75709,2016-04-02 14:00:00,0,1,0,8.5,0,8.4,8.4,11.0,99,1005.4
75710,2016-04-02 15:00:00,0,0.3,0,9.0,0,9.0,9.0,11.5,99,1004.6
75711,2016-04-02 16:00:00,0,0.4,0,9.5,0,9.1,8.8,11.3,95,1004.5
75712,2016-04-02 17:00:00,0,0.4,0,9.0,0,8.2,7.3,10.2,88,1004.5
75713,2016-04-02 18:00:00,0,0.1,0,8.6,0,7.9,7.1,10.1,90,1004.5
75714,2016-04-02 19:00:00,0,0,0,8.2,0,7.2,5.9,9.3,85,1004.6
75715,2016-04-02 20:00:00,0,0,0,8.2,0,7.3,6.4,9.6,88,1004.6
75716,2016-04-02 21:00:00,0,0,0,7.8,0,7.4,7.0,10.0,94,1004.4
75717,2016-04-02 22:00:00,0,0.1,0,7.5,0,6.7,5.9,9.3,89,1004.5
75718,2016-04-02 23:00:00,0,0,0,7.1,0,6.3,5.3,8.9,88,1004.2
75719,2016-04-03 00:00:00,0,0,0,7.0,0,6.3,5.4,9.0,90,1003.9
75720,2016-04-03 01:00:00,0,0.1,0,6.8,0,6.2,5.6,9.1,92,1003.1
75721,2016-04-03 02:00:00,0,0.3,0,6.5,0,6.3,6.0,9.3,96,1002.6
75722,2016-04-03 03:00:00,0,0.3,0,6.5,0,6.1,5.6,9.1,93,1002.2
75723,2016-04-03 04:00:00,0,0.7,0,6.4,0,6.3,6.1,9.4,97,1001.9
